12/5/2014,17958.79,0.732265215
12/12/2014,17280.83,-3.775087297
12/19/2014,17804.8,3.032088158
12/26/2014,18053.71,1.397993799
1/2/2015,17832.99,-1.222574197
1/9/2015,17737.37,-0.536197239
1/16/2015,17511.57,-1.273018491
1/23/2015,17672.6,0.919563466
1/30/2015,17164.95,-2.872525831
2/6/2015,17824.29,3.841199654
2/13/2015,18019.35,1.09434934
2/20/2015,18140.44,0.671999822
2/27/2015,18132.7,-0.042667102
3/6/2015,17856.78,-1.521670794
3/13/2015,17749.31,-0.601844229
3/20/2015,18127.65,2.131575819
3/27/2015,17712.66,-2.289265294
4/2/2015,17763.24,0.285558465
4/10/2015,18057.65,1.657411598
4/17/2015,17826.3,-1.281174461
4/24/2015,18080.14,1.42396347
5/1/2015,18024.06,-0.310174589
5/8/2015,18191.11,0.926816711
5/15/2015,18272.56,0.447746179
5/22/2015,18232.02,-0.221862727
5/29/2015,18010.68,-1.214017975
6/5/2015,17849.46,-0.895135553
6/12/2015,17898.84,0.276647025
6/19/2015,18015.95,0.654288211
6/26/2015,17946.68,-0.38449263
7/2/2015,17730.11,-1.206741303
7/10/2015,17760.41,0.170895725
7/17/2015,18086.45,1.835768431
7/24/2015,17568.53,-2.863580194
7/31/2015,17689.86,0.690609858
8/7/2015,17373.38,-1.789047511
8/14/2015,17477.4,0.598732083
8/21/2015,16459.75,-5.82266241
8/28/2015,16643.01,1.113382646
9/4/2015,16102.38,-3.248390766
9/11/2015,16433.09,2.053795774
9/18/2015,16384.79,-0.293919159
9/25/2015,16314.67,-0.42795788
10/2/2015,16472.37,0.966614709
10/9/2015,17084.49,3.716040861
10/16/2015,17215.97,0.769586918
10/23/2015,17646.7,2.501921181
10/30/2015,17663.54,0.095428607
11/6/2015,17910.33,1.397171801
11/13/2015,17245.24,-3.713443583
11/20/2015,17823.81,3.354954759
11/27/2015,17798.49,-0.14205717
12/4/2015,17847.63,0.276090837
12/11/2015,17265.21,-3.26329042
12/18/2015,17128.55,-0.791533958
12/24/2015,17552.17,2.473180742
12/31/2015,17425.03,-0.72435488
1/8/2016,16346.45,-6.189831524
1/15/2016,15988.08,-2.192341456
1/22/2016,16093.51,0.659428774
1/29/2016,16466.3,2.316399592
2/5/2016,16204.83,-1.587909852
2/12/2016,15973.84,-1.425439205
2/19/2016,16391.99,2.617717468
2/26/2016,16639.97,1.51281205
3/4/2016,17006.77,2.204330897
3/11/2016,17213.31,1.214457537
3/18/2016,17602.3,2.259821034
3/24/2016,17515.73,-0.491810729
4/1/2016,17792.75,1.581549841
4/8/2016,17576.96,-1.212797347
4/15/2016,17897.46,1.823409736
4/22/2016,18003.75,0.593883154
4/29/2016,17773.64,-1.278122613
5/6/2016,17740.63,-0.185724477
5/13/2016,17535.32,-1.157286973
5/20/2016,17500.94,-0.196061435
5/27/2016,17873.22,2.127200025
6/3/2016,17807.06,-0.370162735
6/10/2016,17865.34,0.327285919
6/17/2016,17675.16,-1.064519343
6/24/2016,17400.75,-1.552517771
7/1/2016,17949.37,3.152852607
7/8/2016,18146.74,1.099592911
7/15/2016,18516.55,2.037886695
7/22/2016,18570.85,0.293251173
7/29/2016,18432.24,-0.746384791
8/5/2016,18543.53,0.603779031
8/12/2016,18576.47,0.177636081
8/19/2016,18552.57,-0.128657382
8/26/2016,18395.4,-0.847160259
9/2/2016,18491.96,0.524913837
9/9/2016,18085.45,-2.198306724
9/16/2016,18123.8,0.212048912
9/23/2016,18261.45,0.75949856
9/30/2016,18308.15,0.255729967
10/7/2016,18240.49,-0.36956219
10/14/2016,18138.38,-0.559798558
10/21/2016,18145.71,0.040411547
10/28/2016,18161.19,0.08530942
11/4/2016,17888.28,-1.5027099
11/11/2016,18847.66,5.363176337
11/18/2016,18867.93,0.107546507
11/25/2016,19152.14,1.506312563
12/2/2016,19170.42,0.095446253
12/9/2016,19756.85,3.059035744
12/16/2016,19843.41,0.438126523
12/23/2016,19933.81,0.455566861
12/30/2016,19762.6,-0.858892505
1/6/2017,19963.8,1.018084665
1/13/2017,19885.73,-0.391057815
1/20/2017,19827.25,-0.294080227
1/27/2017,20093.78,1.344261055
2/3/2017,20071.46,-0.11107915
2/10/2017,20269.37,0.986026926
2/17/2017,20624.05,1.749832383
2/24/2017,20821.76,0.958638095
3/3/2017,21005.71,0.883450775
3/10/2017,20902.98,-0.489057499
3/17/2017,20914.62,0.05568584
3/24/2017,20596.72,-1.519989366
3/31/2017,20663.22,0.322866942
4/7/2017,20656.1,-0.03445736
4/13/2017,20453.25,-0.982034363
4/21/2017,20547.76,0.462078154
4/28/2017,20940.51,1.911400561
5/5/2017,21006.94,0.317232006
5/12/2017,20896.61,-0.525207384
5/19/2017,20804.84,-0.439162142
5/26/2017,21080.28,1.323922703
6/2/2017,21206.29,0.597762459
6/9/2017,21271.97,0.309719428
6/16/2017,21384.28,0.527971786
6/23/2017,21394.76,0.049007963
6/30/2017,21349.63,-0.210939501
7/7/2017,21414.34,0.303096588
7/14/2017,21637.74,1.043226175
7/21/2017,21580.07,-0.266525062
7/28/2017,21830.31,1.159588454
8/4/2017,22092.81,1.202456584
8/11/2017,21858.32,-1.061386035
8/18/2017,21674.51,-0.840915496
8/25/2017,21813.67,0.642044503
8/29/2017,21865.37,0.237007344
